title,category,date,longitude,latitude
"Stronghold Wildfire, Cochise, Arizona",Wildfires,2025-04-28T16:42:00Z,-109.94154,31.93699
"DeSoto BB 7209 Northwest RX Wildfire, Perry, Mississippi",Wildfires,2025-04-28T10:56:00Z,-88.909333,31.02825
"RX CALE C-362 Wildfire, Rapides, Louisiana",Wildfires,2025-04-28T09:44:00Z,-92.641683,31.171517
"RX KIS C-43-44 Wildfire, Natchitoches, Louisiana",Wildfires,2025-04-28T09:16:00Z,-93.0327,31.477867
Wildfire in Australia 1023712,Wildfires,2025-04-27T19:00:00Z,127.84730549567904,-17.14074812671574
"BLACK SWAMP Wildfire, Jones, North Carolina",Wildfires,2025-04-27T13:46:00Z,-77.114133,34.862633
"Dutch Mill RX Wildfire, Delta, Michigan",Wildfires,2025-04-26T14:23:00Z,-86.95,46.045333
"Farrell RX Wildfire, Codington, South Dakota",Wildfires,2025-04-26T08:34:00Z,-96.973,44.8851
"RX BOSH JACKPOT Wildfire, Owyhee, Idaho",Wildfires,2025-04-25T18:16:00Z,-116.559094,42.605363
"27 FIRE Wildfire, Broward, Florida",Wildfires,2025-04-25T14:15:00Z,-80.4502778,26.0847222
"Bee Island Fire (58) Wildfire, Sarasota, Florida",Wildfires,2025-04-24T20:48:00Z,-82.2608333,27.2613889
"Thompson Hollow Rd. Wildfire, Adams, Pennsylvania",Wildfires,2025-04-24T16:57:00Z,-77.403951,39.988532
"Fore Mountain Rx Wildfire, Alleghany, Virginia",Wildfires,2025-04-24T07:40:00Z,-79.87395,37.843583
Iceberg D36A,Sea and Lake Ice,2025-04-24T00:00:00Z,86.55,-66.32
Iceberg D36B,Sea and Lake Ice,2025-04-24T00:00:00Z,86.74,-66.25
"Jones Road Wildfire, Ocean, New Jersey",Wildfires,2025-04-23T08:28:00Z,-74.299352,39.795177
"Curry Island (22) Wildfire, Glades, Florida",Wildfires,2025-04-22T23:20:00Z,-81.1119444,26.9552778
Wildfire in Russian Federation 1023700,Wildfires,2025-04-22T19:00:00Z,115.29502301512093,52.736950773997876
Wildfire in Russian Federation 1023704,Wildfires,2025-04-22T19:00:00Z,115.89241812894073,52.82836269206902
Wildfire in Russian Federation 1023706,Wildfires,2025-04-22T19:00:00Z,114.45755916743784,52.577230572264625
Wildfire in Russian Federation 1023707,Wildfires,2025-04-22T19:00:00Z,115.90383242124985,52.82842547256827
